source_file,row_index,model,prompt_id,task,topic,fact_id,prompt,normalized_prompt
experiments\controls\topk_robustness\outputs\prompt_tables.csv,2,distilbert-base-uncased,2,factual_simple,lexical,factual_simple:58,The opposite of yes is [MASK].,the opposite of yes is mask
experiments\controls\topk_robustness\outputs\prompt_tables.csv,25,bert-base-uncased,2,factual_simple,lexical,factual_simple:58,The opposite of yes is [MASK].,the opposite of yes is mask
experiments\controls\topk_robustness\outputs\prompt_tables.csv,48,google/bert_uncased_L-2_H-128_A-2,2,factual_simple,lexical,factual_simple:58,The opposite of yes is [MASK].,the opposite of yes is mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,27,distilbert-base-uncased,30,ambiguous_open,role,ambiguous_open:164,The patient waited for the [MASK].,the patient waited for the mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,60,bert-base-uncased,30,ambiguous_open,role,ambiguous_open:164,The patient waited for the [MASK].,the patient waited for the mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,93,google/bert_uncased_L-2_H-128_A-2,30,ambiguous_open,role,ambiguous_open:164,The patient waited for the [MASK].,the patient waited for the mask
experiments\controls\full_vocab_sanity\outputs\prompt_tables.csv,8,google/bert_uncased_L-2_H-128_A-2,9,ambiguous_open,role,ambiguous_open:164,The patient waited for the [MASK].,the patient waited for the mask
experiments\controls\topk_robustness\outputs\prompt_tables.csv,15,distilbert-base-uncased,15,ambiguous_open,role,ambiguous_open:164,The patient waited for the [MASK].,the patient waited for the mask
experiments\controls\topk_robustness\outputs\prompt_tables.csv,38,bert-base-uncased,15,ambiguous_open,role,ambiguous_open:164,The patient waited for the [MASK].,the patient waited for the mask
experiments\controls\topk_robustness\outputs\prompt_tables.csv,61,google/bert_uncased_L-2_H-128_A-2,15,ambiguous_open,role,ambiguous_open:164,The patient waited for the [MASK].,the patient waited for the mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,21,distilbert-base-uncased,24,ambiguous_open,open,ambiguous_open:150,The person went to the [MASK].,the person went to the mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,54,bert-base-uncased,24,ambiguous_open,open,ambiguous_open:150,The person went to the [MASK].,the person went to the mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,87,google/bert_uncased_L-2_H-128_A-2,24,ambiguous_open,open,ambiguous_open:150,The person went to the [MASK].,the person went to the mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,232,bert-base-uncased,262,,plural,plural:child,The plural of child is [MASK].,the plural of child is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,552,distilbert-base-uncased,262,,plural,plural:child,The plural of child is [MASK].,the plural of child is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,872,google/bert_uncased_L-2_H-128_A-2,262,,plural,plural:child,The plural of child is [MASK].,the plural of child is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,232,,262,,plural,plural:child,The plural of child is [MASK].,the plural of child is mask
experiments\03_layerwise_k_structure\data\prompts.csv,232,,232,,plural,plural:child,The plural of child is [MASK].,the plural of child is mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,26,distilbert-base-uncased,29,factual_simple,lexical,factual_simple:59,The plural of child is [MASK].,the plural of child is mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,59,bert-base-uncased,29,factual_simple,lexical,factual_simple:59,The plural of child is [MASK].,the plural of child is mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,92,google/bert_uncased_L-2_H-128_A-2,29,factual_simple,lexical,factual_simple:59,The plural of child is [MASK].,the plural of child is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,236,bert-base-uncased,266,,plural,plural:foot,The plural of foot is [MASK].,the plural of foot is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,556,distilbert-base-uncased,266,,plural,plural:foot,The plural of foot is [MASK].,the plural of foot is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,876,google/bert_uncased_L-2_H-128_A-2,266,,plural,plural:foot,The plural of foot is [MASK].,the plural of foot is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,236,,266,,plural,plural:foot,The plural of foot is [MASK].,the plural of foot is mask
experiments\03_layerwise_k_structure\data\prompts.csv,236,,236,,plural,plural:foot,The plural of foot is [MASK].,the plural of foot is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,240,bert-base-uncased,270,,plural,plural:goose,The plural of goose is [MASK].,the plural of goose is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,560,distilbert-base-uncased,270,,plural,plural:goose,The plural of goose is [MASK].,the plural of goose is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,880,google/bert_uncased_L-2_H-128_A-2,270,,plural,plural:goose,The plural of goose is [MASK].,the plural of goose is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,240,,270,,plural,plural:goose,The plural of goose is [MASK].,the plural of goose is mask
experiments\03_layerwise_k_structure\data\prompts.csv,240,,240,,plural,plural:goose,The plural of goose is [MASK].,the plural of goose is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,250,bert-base-uncased,280,,plural,plural:knife,The plural of knife is [MASK].,the plural of knife is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,570,distilbert-base-uncased,280,,plural,plural:knife,The plural of knife is [MASK].,the plural of knife is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,890,google/bert_uncased_L-2_H-128_A-2,280,,plural,plural:knife,The plural of knife is [MASK].,the plural of knife is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,250,,280,,plural,plural:knife,The plural of knife is [MASK].,the plural of knife is mask
experiments\03_layerwise_k_structure\data\prompts.csv,250,,250,,plural,plural:knife,The plural of knife is [MASK].,the plural of knife is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,248,bert-base-uncased,278,,plural,plural:leaf,The plural of leaf is [MASK].,the plural of leaf is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,568,distilbert-base-uncased,278,,plural,plural:leaf,The plural of leaf is [MASK].,the plural of leaf is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,888,google/bert_uncased_L-2_H-128_A-2,278,,plural,plural:leaf,The plural of leaf is [MASK].,the plural of leaf is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,248,,278,,plural,plural:leaf,The plural of leaf is [MASK].,the plural of leaf is mask
experiments\03_layerwise_k_structure\data\prompts.csv,248,,248,,plural,plural:leaf,The plural of leaf is [MASK].,the plural of leaf is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,242,bert-base-uncased,272,,plural,plural:man,The plural of man is [MASK].,the plural of man is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,562,distilbert-base-uncased,272,,plural,plural:man,The plural of man is [MASK].,the plural of man is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,882,google/bert_uncased_L-2_H-128_A-2,272,,plural,plural:man,The plural of man is [MASK].,the plural of man is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,242,,272,,plural,plural:man,The plural of man is [MASK].,the plural of man is mask
experiments\03_layerwise_k_structure\data\prompts.csv,242,,242,,plural,plural:man,The plural of man is [MASK].,the plural of man is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,234,bert-base-uncased,264,,plural,plural:mouse,The plural of mouse is [MASK].,the plural of mouse is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,554,distilbert-base-uncased,264,,plural,plural:mouse,The plural of mouse is [MASK].,the plural of mouse is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,874,google/bert_uncased_L-2_H-128_A-2,264,,plural,plural:mouse,The plural of mouse is [MASK].,the plural of mouse is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,234,,264,,plural,plural:mouse,The plural of mouse is [MASK].,the plural of mouse is mask
experiments\03_layerwise_k_structure\data\prompts.csv,234,,234,,plural,plural:mouse,The plural of mouse is [MASK].,the plural of mouse is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,246,bert-base-uncased,276,,plural,plural:person,The plural of person is [MASK].,the plural of person is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,566,distilbert-base-uncased,276,,plural,plural:person,The plural of person is [MASK].,the plural of person is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,886,google/bert_uncased_L-2_H-128_A-2,276,,plural,plural:person,The plural of person is [MASK].,the plural of person is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,246,,276,,plural,plural:person,The plural of person is [MASK].,the plural of person is mask
experiments\03_layerwise_k_structure\data\prompts.csv,246,,246,,plural,plural:person,The plural of person is [MASK].,the plural of person is mask
experiments\controls\topk_robustness\outputs\prompt_tables.csv,1,distilbert-base-uncased,1,factual_deep,plural,plural:person,The plural of person is [MASK].,the plural of person is mask
experiments\controls\topk_robustness\outputs\prompt_tables.csv,24,bert-base-uncased,1,factual_deep,plural,plural:person,The plural of person is [MASK].,the plural of person is mask
experiments\controls\topk_robustness\outputs\prompt_tables.csv,47,google/bert_uncased_L-2_H-128_A-2,1,factual_deep,plural,plural:person,The plural of person is [MASK].,the plural of person is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,238,bert-base-uncased,268,,plural,plural:tooth,The plural of tooth is [MASK].,the plural of tooth is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,558,distilbert-base-uncased,268,,plural,plural:tooth,The plural of tooth is [MASK].,the plural of tooth is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,878,google/bert_uncased_L-2_H-128_A-2,268,,plural,plural:tooth,The plural of tooth is [MASK].,the plural of tooth is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,238,,268,,plural,plural:tooth,The plural of tooth is [MASK].,the plural of tooth is mask
experiments\03_layerwise_k_structure\data\prompts.csv,238,,238,,plural,plural:tooth,The plural of tooth is [MASK].,the plural of tooth is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,244,bert-base-uncased,274,,plural,plural:woman,The plural of woman is [MASK].,the plural of woman is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,564,distilbert-base-uncased,274,,plural,plural:woman,The plural of woman is [MASK].,the plural of woman is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,884,google/bert_uncased_L-2_H-128_A-2,274,,plural,plural:woman,The plural of woman is [MASK].,the plural of woman is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,244,,274,,plural,plural:woman,The plural of woman is [MASK].,the plural of woman is mask
experiments\03_layerwise_k_structure\data\prompts.csv,244,,244,,plural,plural:woman,The plural of woman is [MASK].,the plural of woman is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,184,bert-base-uncased,212,,science,science:red_planet,The red planet is [MASK].,the red planet is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,504,distilbert-base-uncased,212,,science,science:red_planet,The red planet is [MASK].,the red planet is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,824,google/bert_uncased_L-2_H-128_A-2,212,,science,science:red_planet,The red planet is [MASK].,the red planet is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,184,,212,,science,science:red_planet,The red planet is [MASK].,the red planet is mask
experiments\03_layerwise_k_structure\data\prompts.csv,184,,184,,science,science:red_planet,The red planet is [MASK].,the red planet is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,319,bert-base-uncased,357,,common,common:rose,The rose is a kind of [MASK].,the rose is a kind of mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,639,distilbert-base-uncased,357,,common,common:rose,The rose is a kind of [MASK].,the rose is a kind of mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,959,google/bert_uncased_L-2_H-128_A-2,357,,common,common:rose,The rose is a kind of [MASK].,the rose is a kind of mask
experiments\02_local_perturbation_prediction\data\prompts.csv,319,,357,,common,common:rose,The rose is a kind of [MASK].,the rose is a kind of mask
experiments\03_layerwise_k_structure\data\prompts.csv,319,,319,,common,common:rose,The rose is a kind of [MASK].,the rose is a kind of mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,19,distilbert-base-uncased,22,factual_deep,common,common:rose,The rose is a kind of [MASK].,the rose is a kind of mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,52,bert-base-uncased,22,factual_deep,common,common:rose,The rose is a kind of [MASK].,the rose is a kind of mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,85,google/bert_uncased_L-2_H-128_A-2,22,factual_deep,common,common:rose,The rose is a kind of [MASK].,the rose is a kind of mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,273,bert-base-uncased,303,,animal_class,animal_class:salmon,The salmon is classified as a [MASK].,the salmon is classified as a mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,593,distilbert-base-uncased,303,,animal_class,animal_class:salmon,The salmon is classified as a [MASK].,the salmon is classified as a mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,913,google/bert_uncased_L-2_H-128_A-2,303,,animal_class,animal_class:salmon,The salmon is classified as a [MASK].,the salmon is classified as a mask
experiments\02_local_perturbation_prediction\data\prompts.csv,273,,303,,animal_class,animal_class:salmon,The salmon is classified as a [MASK].,the salmon is classified as a mask
experiments\03_layerwise_k_structure\data\prompts.csv,273,,273,,animal_class,animal_class:salmon,The salmon is classified as a [MASK].,the salmon is classified as a mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,281,bert-base-uncased,319,,animal_class,animal_class:shark,The shark is classified as a [MASK].,the shark is classified as a mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,601,distilbert-base-uncased,319,,animal_class,animal_class:shark,The shark is classified as a [MASK].,the shark is classified as a mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,921,google/bert_uncased_L-2_H-128_A-2,319,,animal_class,animal_class:shark,The shark is classified as a [MASK].,the shark is classified as a mask
experiments\02_local_perturbation_prediction\data\prompts.csv,281,,319,,animal_class,animal_class:shark,The shark is classified as a [MASK].,the shark is classified as a mask
experiments\03_layerwise_k_structure\data\prompts.csv,281,,281,,animal_class,animal_class:shark,The shark is classified as a [MASK].,the shark is classified as a mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,306,bert-base-uncased,344,,common,common:sky,The sky is often [MASK].,the sky is often mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,626,distilbert-base-uncased,344,,common,common:sky,The sky is often [MASK].,the sky is often mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,946,google/bert_uncased_L-2_H-128_A-2,344,,common,common:sky,The sky is often [MASK].,the sky is often mask
experiments\02_local_perturbation_prediction\data\prompts.csv,306,,344,,common,common:sky,The sky is often [MASK].,the sky is often mask
experiments\03_layerwise_k_structure\data\prompts.csv,306,,306,,common,common:sky,The sky is often [MASK].,the sky is often mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,277,bert-base-uncased,307,,animal_class,animal_class:sparrow,The sparrow is classified as a [MASK].,the sparrow is classified as a mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,597,distilbert-base-uncased,307,,animal_class,animal_class:sparrow,The sparrow is classified as a [MASK].,the sparrow is classified as a mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,917,google/bert_uncased_L-2_H-128_A-2,307,,animal_class,animal_class:sparrow,The sparrow is classified as a [MASK].,the sparrow is classified as a mask
experiments\02_local_perturbation_prediction\data\prompts.csv,277,,307,,animal_class,animal_class:sparrow,The sparrow is classified as a [MASK].,the sparrow is classified as a mask
experiments\03_layerwise_k_structure\data\prompts.csv,277,,277,,animal_class,animal_class:sparrow,The sparrow is classified as a [MASK].,the sparrow is classified as a mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,287,bert-base-uncased,325,,animal_class,animal_class:spider,The spider is classified as a [MASK].,the spider is classified as a mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,607,distilbert-base-uncased,325,,animal_class,animal_class:spider,The spider is classified as a [MASK].,the spider is classified as a mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,927,google/bert_uncased_L-2_H-128_A-2,325,,animal_class,animal_class:spider,The spider is classified as a [MASK].,the spider is classified as a mask
experiments\02_local_perturbation_prediction\data\prompts.csv,287,,325,,animal_class,animal_class:spider,The spider is classified as a [MASK].,the spider is classified as a mask
experiments\03_layerwise_k_structure\data\prompts.csv,287,,287,,animal_class,animal_class:spider,The spider is classified as a [MASK].,the spider is classified as a mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,30,distilbert-base-uncased,33,ambiguous_open,open,ambiguous_open:130,The story about the garden mentioned a [MASK].,the story about the garden mentioned a mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,63,bert-base-uncased,33,ambiguous_open,open,ambiguous_open:130,The story about the garden mentioned a [MASK].,the story about the garden mentioned a mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,96,google/bert_uncased_L-2_H-128_A-2,33,ambiguous_open,open,ambiguous_open:130,The story about the garden mentioned a [MASK].,the story about the garden mentioned a mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,205,bert-base-uncased,235,,math,math:6+3,The sum of six and three is [MASK].,the sum of six and three is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,525,distilbert-base-uncased,235,,math,math:6+3,The sum of six and three is [MASK].,the sum of six and three is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,845,google/bert_uncased_L-2_H-128_A-2,235,,math,math:6+3,The sum of six and three is [MASK].,the sum of six and three is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,205,,235,,math,math:6+3,The sum of six and three is [MASK].,the sum of six and three is mask
experiments\03_layerwise_k_structure\data\prompts.csv,205,,205,,math,math:6+3,The sum of six and three is [MASK].,the sum of six and three is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,203,bert-base-uncased,233,,math,math:3+4,The sum of three and four is [MASK].,the sum of three and four is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,523,distilbert-base-uncased,233,,math,math:3+4,The sum of three and four is [MASK].,the sum of three and four is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,843,google/bert_uncased_L-2_H-128_A-2,233,,math,math:3+4,The sum of three and four is [MASK].,the sum of three and four is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,203,,233,,math,math:3+4,The sum of three and four is [MASK].,the sum of three and four is mask
experiments\03_layerwise_k_structure\data\prompts.csv,203,,203,,math,math:3+4,The sum of three and four is [MASK].,the sum of three and four is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,197,bert-base-uncased,227,,math,math:2+2,The sum of two and two is [MASK].,the sum of two and two is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,517,distilbert-base-uncased,227,,math,math:2+2,The sum of two and two is [MASK].,the sum of two and two is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,837,google/bert_uncased_L-2_H-128_A-2,227,,math,math:2+2,The sum of two and two is [MASK].,the sum of two and two is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,197,,227,,math,math:2+2,The sum of two and two is [MASK].,the sum of two and two is mask
experiments\03_layerwise_k_structure\data\prompts.csv,197,,197,,math,math:2+2,The sum of two and two is [MASK].,the sum of two and two is mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,12,distilbert-base-uncased,13,factual_deep,math,math:2+2,The sum of two and two is [MASK].,the sum of two and two is mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,45,bert-base-uncased,13,factual_deep,math,math:2+2,The sum of two and two is [MASK].,the sum of two and two is mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,78,google/bert_uncased_L-2_H-128_A-2,13,factual_deep,math,math:2+2,The sum of two and two is [MASK].,the sum of two and two is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,292,bert-base-uncased,330,,culture,culture:relativity,The theory of relativity is associated with [MASK].,the theory of relativity is associated with mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,612,distilbert-base-uncased,330,,culture,culture:relativity,The theory of relativity is associated with [MASK].,the theory of relativity is associated with mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,932,google/bert_uncased_L-2_H-128_A-2,330,,culture,culture:relativity,The theory of relativity is associated with [MASK].,the theory of relativity is associated with mask
experiments\02_local_perturbation_prediction\data\prompts.csv,292,,330,,culture,culture:relativity,The theory of relativity is associated with [MASK].,the theory of relativity is associated with mask
experiments\03_layerwise_k_structure\data\prompts.csv,292,,292,,culture,culture:relativity,The theory of relativity is associated with [MASK].,the theory of relativity is associated with mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,297,bert-base-uncased,335,,culture,culture:romeo,The title pair is Romeo and [MASK].,the title pair is romeo and mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,617,distilbert-base-uncased,335,,culture,culture:romeo,The title pair is Romeo and [MASK].,the title pair is romeo and mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,937,google/bert_uncased_L-2_H-128_A-2,335,,culture,culture:romeo,The title pair is Romeo and [MASK].,the title pair is romeo and mask
experiments\02_local_perturbation_prediction\data\prompts.csv,297,,335,,culture,culture:romeo,The title pair is Romeo and [MASK].,the title pair is romeo and mask
experiments\03_layerwise_k_structure\data\prompts.csv,297,,297,,culture,culture:romeo,The title pair is Romeo and [MASK].,the title pair is romeo and mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,275,bert-base-uncased,305,,animal_class,animal_class:trout,The trout is classified as a [MASK].,the trout is classified as a mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,595,distilbert-base-uncased,305,,animal_class,animal_class:trout,The trout is classified as a [MASK].,the trout is classified as a mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,915,google/bert_uncased_L-2_H-128_A-2,305,,animal_class,animal_class:trout,The trout is classified as a [MASK].,the trout is classified as a mask
experiments\02_local_perturbation_prediction\data\prompts.csv,275,,305,,animal_class,animal_class:trout,The trout is classified as a [MASK].,the trout is classified as a mask
experiments\03_layerwise_k_structure\data\prompts.csv,275,,275,,animal_class,animal_class:trout,The trout is classified as a [MASK].,the trout is classified as a mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,307,bert-base-uncased,345,,common,common:sky,The usual color of a clear sky is [MASK].,the usual color of a clear sky is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,627,distilbert-base-uncased,345,,common,common:sky,The usual color of a clear sky is [MASK].,the usual color of a clear sky is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,947,google/bert_uncased_L-2_H-128_A-2,345,,common,common:sky,The usual color of a clear sky is [MASK].,the usual color of a clear sky is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,307,,345,,common,common:sky,The usual color of a clear sky is [MASK].,the usual color of a clear sky is mask
experiments\03_layerwise_k_structure\data\prompts.csv,307,,307,,common,common:sky,The usual color of a clear sky is [MASK].,the usual color of a clear sky is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,305,bert-base-uncased,343,,common,common:grass,The usual color of grass is [MASK].,the usual color of grass is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,625,distilbert-base-uncased,343,,common,common:grass,The usual color of grass is [MASK].,the usual color of grass is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,945,google/bert_uncased_L-2_H-128_A-2,343,,common,common:grass,The usual color of grass is [MASK].,the usual color of grass is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,305,,343,,common,common:grass,The usual color of grass is [MASK].,the usual color of grass is mask
experiments\03_layerwise_k_structure\data\prompts.csv,305,,305,,common,common:grass,The usual color of grass is [MASK].,the usual color of grass is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,283,bert-base-uncased,321,,animal_class,animal_class:whale,The whale is classified as a [MASK].,the whale is classified as a mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,603,distilbert-base-uncased,321,,animal_class,animal_class:whale,The whale is classified as a [MASK].,the whale is classified as a mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,923,google/bert_uncased_L-2_H-128_A-2,321,,animal_class,animal_class:whale,The whale is classified as a [MASK].,the whale is classified as a mask
experiments\02_local_perturbation_prediction\data\prompts.csv,283,,321,,animal_class,animal_class:whale,The whale is classified as a [MASK].,the whale is classified as a mask
experiments\03_layerwise_k_structure\data\prompts.csv,283,,283,,animal_class,animal_class:whale,The whale is classified as a [MASK].,the whale is classified as a mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,24,distilbert-base-uncased,27,ambiguous_open,open,ambiguous_open:91,The worker lost the [MASK].,the worker lost the mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,57,bert-base-uncased,27,ambiguous_open,open,ambiguous_open:91,The worker lost the [MASK].,the worker lost the mask
experiments\04_uncertainty_steering\data\prompt_tables.csv,90,google/bert_uncased_L-2_H-128_A-2,27,ambiguous_open,open,ambiguous_open:91,The worker lost the [MASK].,the worker lost the mask
experiments\controls\full_vocab_sanity\outputs\prompt_tables.csv,6,google/bert_uncased_L-2_H-128_A-2,6,ambiguous_open,open,ambiguous_open:91,The worker lost the [MASK].,the worker lost the mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,202,bert-base-uncased,232,,math,math:3+4,Three plus four equals [MASK].,three plus four equals mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,522,distilbert-base-uncased,232,,math,math:3+4,Three plus four equals [MASK].,three plus four equals mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,842,google/bert_uncased_L-2_H-128_A-2,232,,math,math:3+4,Three plus four equals [MASK].,three plus four equals mask
experiments\02_local_perturbation_prediction\data\prompts.csv,202,,232,,math,math:3+4,Three plus four equals [MASK].,three plus four equals mask
experiments\03_layerwise_k_structure\data\prompts.csv,202,,202,,math,math:3+4,Three plus four equals [MASK].,three plus four equals mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,100,bert-base-uncased,103,,capital,capital:tunisia,Tunisia's capital city is [MASK].,tunisia s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,420,distilbert-base-uncased,103,,capital,capital:tunisia,Tunisia's capital city is [MASK].,tunisia s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,740,google/bert_uncased_L-2_H-128_A-2,103,,capital,capital:tunisia,Tunisia's capital city is [MASK].,tunisia s capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,100,,103,,capital,capital:tunisia,Tunisia's capital city is [MASK].,tunisia s capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,100,,100,,capital,capital:tunisia,Tunisia's capital city is [MASK].,tunisia s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,64,bert-base-uncased,64,,capital,capital:turkey,Turkey's capital city is [MASK].,turkey s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,384,distilbert-base-uncased,64,,capital,capital:turkey,Turkey's capital city is [MASK].,turkey s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,704,google/bert_uncased_L-2_H-128_A-2,64,,capital,capital:turkey,Turkey's capital city is [MASK].,turkey s capital city is mask
experiments\02_local_perturbation_prediction\data\prompts.csv,64,,64,,capital,capital:turkey,Turkey's capital city is [MASK].,turkey s capital city is mask
experiments\03_layerwise_k_structure\data\prompts.csv,64,,64,,capital,capital:turkey,Turkey's capital city is [MASK].,turkey s capital city is mask
experiments\01_matched_scalar_uncertainty\data\source_prompts.csv,206,bert-base-uncased,236,,math,math:12/3,Twelve divided by three equals [MASK].,twelve divided by three equals mask
