model,prompt_id,prompt,target,target_id,topic,fact_id,template_id,prompt_observed_condition,target_rank_final,final_top1_token,final_top1_prob_topk,final_top8_tokens
google/bert_uncased_L-2_H-128_A-2,89,"In Peru, the capital city is [MASK].",lima,12967,capital,capital:peru,t2,error,154,spain,0.1772526825069716,spain ##fahan peru mexico colombia brazil argentina guatemala
google/bert_uncased_L-2_H-128_A-2,90,The capital of Chile is [MASK].,santiago,8728,capital,capital:chile,t0,error,56,colombia,0.151636271591193,colombia chile argentina brazil ecuador bolivia venezuela peru
google/bert_uncased_L-2_H-128_A-2,91,Chile's capital city is [MASK].,santiago,8728,capital,capital:chile,t1,error,25,spain,0.2084352641902553,spain chile argentina mexico colombia brazil located ##fahan
google/bert_uncased_L-2_H-128_A-2,92,"In Chile, the capital city is [MASK].",santiago,8728,capital,capital:chile,t2,error,38,spain,0.2307231941292522,spain chile argentina mexico colombia guatemala brazil located
google/bert_uncased_L-2_H-128_A-2,93,The capital of Cuba is [MASK].,havana,15278,capital,capital:cuba,t0,error,37,cuba,0.1615283320659797,cuba venezuela colombia brazil argentina spain mexico ecuador
google/bert_uncased_L-2_H-128_A-2,94,Cuba's capital city is [MASK].,havana,15278,capital,capital:cuba,t1,error,38,spain,0.1957312888580377,spain mexico cuba argentina colombia guatemala venezuela chile
google/bert_uncased_L-2_H-128_A-2,95,"In Cuba, the capital city is [MASK].",havana,15278,capital,capital:cuba,t2,error,58,spain,0.2271175888420155,spain mexico cuba guatemala argentina colombia venezuela located
google/bert_uncased_L-2_H-128_A-2,96,The capital of Jamaica is [MASK].,kingston,9803,capital,capital:jamaica,t0,error,290,brazil,0.1153799242365627,brazil spain jamaica canada colombia endemic argentina guyana
google/bert_uncased_L-2_H-128_A-2,97,Jamaica's capital city is [MASK].,kingston,9803,capital,capital:jamaica,t1,error,112,spain,0.2315538828243095,spain canada ##fahan jamaica china city home located
google/bert_uncased_L-2_H-128_A-2,98,"In Jamaica, the capital city is [MASK].",kingston,9803,capital,capital:jamaica,t2,error,228,spain,0.3503155376780112,spain canada ##fahan argentina brazil belize jamaica france
google/bert_uncased_L-2_H-128_A-2,102,The capital of Tunisia is [MASK].,tunis,25317,capital,capital:tunisia,t0,error,46,algeria,0.49687656475835,algeria morocco tunisia libya benin turkey senegal iran
google/bert_uncased_L-2_H-128_A-2,103,Tunisia's capital city is [MASK].,tunis,25317,capital,capital:tunisia,t1,error,38,algeria,0.3151548019730045,algeria ##fahan morocco spain iran turkey located tunisia
google/bert_uncased_L-2_H-128_A-2,104,"In Tunisia, the capital city is [MASK].",tunis,25317,capital,capital:tunisia,t2,error,44,algeria,0.3473532284118854,algeria ##fahan morocco turkey spain tunisia iran benin
google/bert_uncased_L-2_H-128_A-2,120,The capital of Nepal is [MASK].,kathmandu,28045,capital,capital:nepal,t0,error,23,nepal,0.7518549123573427,nepal india found population china bhutan ##fahan pakistan
google/bert_uncased_L-2_H-128_A-2,121,Nepal's capital city is [MASK].,kathmandu,28045,capital,capital:nepal,t1,error,12,nepal,0.3143273159494947,nepal ##fahan india china iran located capital pakistan
google/bert_uncased_L-2_H-128_A-2,122,"In Nepal, the capital city is [MASK].",kathmandu,28045,capital,capital:nepal,t2,error,11,nepal,0.373827260964139,nepal india ##fahan china iran located uganda city
google/bert_uncased_L-2_H-128_A-2,123,The capital of Pakistan is [MASK].,islamabad,26905,capital,capital:pakistan,t0,error,60,pakistan,0.4716499220629699,pakistan india ##fahan afghanistan iran bangladesh located nepal
google/bert_uncased_L-2_H-128_A-2,124,Pakistan's capital city is [MASK].,islamabad,26905,capital,capital:pakistan,t1,error,20,##fahan,0.4052016997176152,##fahan pakistan iran india located china afghanistan city
google/bert_uncased_L-2_H-128_A-2,125,"In Pakistan, the capital city is [MASK].",islamabad,26905,capital,capital:pakistan,t2,error,38,##fahan,0.4460453315184558,##fahan pakistan iran india located china afghanistan bangladesh
google/bert_uncased_L-2_H-128_A-2,126,The language of France is [MASK].,french,2413,language,language:france,t0,error,2,france,0.353088546098857,france french spain commune germany algeria canada english
google/bert_uncased_L-2_H-128_A-2,127,People in France often speak [MASK].,french,2413,language,language:france,t1,correct,1,french,0.2833842105773592,french english france spanish abroad people fluent to
google/bert_uncased_L-2_H-128_A-2,128,The language of Germany is [MASK].,german,2446,language,language:germany,t0,error,2,germany,0.6668967755010964,germany german poland france hungary switzerland sweden russia
google/bert_uncased_L-2_H-128_A-2,129,People in Germany often speak [MASK].,german,2446,language,language:germany,t1,correct,1,german,0.2031432184796209,german english germany abroad people french country france
google/bert_uncased_L-2_H-128_A-2,130,The language of Italy is [MASK].,italian,3059,language,language:italy,t0,error,3,italy,0.1942443689207145,italy spain italian greece france germany spanish brazil
google/bert_uncased_L-2_H-128_A-2,131,People in Italy often speak [MASK].,italian,3059,language,language:italy,t1,correct,1,italian,0.1667214977155967,italian english abroad spanish italy people french to
google/bert_uncased_L-2_H-128_A-2,132,The language of Spain is [MASK].,spanish,3009,language,language:spain,t0,error,2,spain,0.5189195644011945,spain spanish france brazil catalonia catalan basque portugal
google/bert_uncased_L-2_H-128_A-2,133,People in Spain often speak [MASK].,spanish,3009,language,language:spain,t1,correct,1,spanish,0.3168872031463118,spanish french english spain abroad portuguese people italian
google/bert_uncased_L-2_H-128_A-2,134,The language of Portugal is [MASK].,portuguese,5077,language,language:portugal,t0,error,2,spain,0.1838323046950043,spain portuguese spanish brazil portugal popular known endemic
google/bert_uncased_L-2_H-128_A-2,135,People in Portugal often speak [MASK].,portuguese,5077,language,language:portugal,t1,correct,1,portuguese,0.1584435484095825,portuguese spanish english abroad french people to italian
google/bert_uncased_L-2_H-128_A-2,136,The language of Russia is [MASK].,russian,2845,language,language:russia,t0,error,2,russia,0.2310520439887781,russia russian china turkey ukraine belarus kazakhstan bulgaria
google/bert_uncased_L-2_H-128_A-2,137,People in Russia often speak [MASK].,russian,2845,language,language:russia,t1,correct,1,russian,0.2099244452480575,russian people english fluent russia french abroad to
google/bert_uncased_L-2_H-128_A-2,138,The language of China is [MASK].,chinese,2822,language,language:china,t0,error,2,china,0.4859925856204445,china chinese taiwan myanmar popular japan thailand ##fahan
google/bert_uncased_L-2_H-128_A-2,139,People in China often speak [MASK].,chinese,2822,language,language:china,t1,correct,1,chinese,0.1353807301842217,chinese china people english to . popular abroad
google/bert_uncased_L-2_H-128_A-2,140,The language of Japan is [MASK].,japanese,2887,language,language:japan,t0,error,3,japan,0.3813297599431764,japan china japanese taiwan india popular known chinese
google/bert_uncased_L-2_H-128_A-2,141,People in Japan often speak [MASK].,japanese,2887,language,language:japan,t1,correct,1,japanese,0.1261861349231424,japanese english japan people to india abroad chinese
google/bert_uncased_L-2_H-128_A-2,142,The language of Greece is [MASK].,greek,3306,language,language:greece,t0,error,2,greece,0.4342670680131676,greece greek turkey cyprus bulgaria spain athens macedonia
google/bert_uncased_L-2_H-128_A-2,143,People in Greece often speak [MASK].,greek,3306,language,language:greece,t1,correct,1,greek,0.2128428907777322,greek greece english spanish abroad fluent people turkish
google/bert_uncased_L-2_H-128_A-2,144,The language of Turkey is [MASK].,turkish,5037,language,language:turkey,t0,error,3,turkey,0.483085806383686,turkey arabic turkish iran greece ##fahan india china
google/bert_uncased_L-2_H-128_A-2,145,People in Turkey often speak [MASK].,turkish,5037,language,language:turkey,t1,error,2,turkey,0.1633807408832834,turkey turkish people english arabic fluent today there
google/bert_uncased_L-2_H-128_A-2,146,The language of Poland is [MASK].,polish,3907,language,language:poland,t0,error,11,poland,0.3323378973658823,poland germany hungary german russia belarus spoken slovakia
google/bert_uncased_L-2_H-128_A-2,147,People in Poland often speak [MASK].,polish,3907,language,language:poland,t1,error,5,english,0.248392152584718,english people german fluent polish to french poland
google/bert_uncased_L-2_H-128_A-2,148,The language of Hungary is [MASK].,hungarian,5588,language,language:hungary,t0,error,3,hungary,0.31631694268936,hungary serbia hungarian slovakia germany spain croatia poland
google/bert_uncased_L-2_H-128_A-2,149,People in Hungary often speak [MASK].,hungarian,5588,language,language:hungary,t1,error,58,english,0.1569719894179261,english people abroad to there today spanish country
google/bert_uncased_L-2_H-128_A-2,150,The language of Romania is [MASK].,romanian,7056,language,language:romania,t0,error,4,romania,0.3262544955758082,romania moldova turkey romanian hungary ukraine slovakia serbia
google/bert_uncased_L-2_H-128_A-2,151,People in Romania often speak [MASK].,romanian,7056,language,language:romania,t1,error,7,people,0.1046540984498905,people english turkey french turkish there romanian to
google/bert_uncased_L-2_H-128_A-2,152,The language of Bulgaria is [MASK].,bulgarian,7643,language,language:bulgaria,t0,error,2,bulgaria,0.263592646635762,bulgaria bulgarian greece russia serbia turkey russian greek
google/bert_uncased_L-2_H-128_A-2,153,People in Bulgaria often speak [MASK].,bulgarian,7643,language,language:bulgaria,t1,correct,1,bulgarian,0.1161080790950029,bulgarian english bulgaria russian people greek greece fluent
google/bert_uncased_L-2_H-128_A-2,154,The language of Sweden is [MASK].,swedish,4467,language,language:sweden,t0,error,2,sweden,0.2792398518649188,sweden swedish norway finland germany denmark finnish norwegian
google/bert_uncased_L-2_H-128_A-2,155,People in Sweden often speak [MASK].,swedish,4467,language,language:sweden,t1,error,2,english,0.1488210043537817,english swedish finnish abroad sweden fluent to people
google/bert_uncased_L-2_H-128_A-2,156,The language of Norway is [MASK].,norwegian,5046,language,language:norway,t0,error,3,norway,0.2081905875886303,norway sweden norwegian swedish municipality finland finnish germany
google/bert_uncased_L-2_H-128_A-2,157,People in Norway often speak [MASK].,norwegian,5046,language,language:norway,t1,error,6,english,0.0859229514089223,english finnish people there abroad norwegian norway today
google/bert_uncased_L-2_H-128_A-2,158,France is located in [MASK].,europe,2885,continent,continent:france,t0,error,19,france,0.6240563635352148,france paris spain canada quebec normandy algeria germany
google/bert_uncased_L-2_H-128_A-2,159,The continent containing France is [MASK].,europe,2885,continent,continent:france,t1,error,8,france,0.2297091861302218,france found spain unknown endemic canada described europe
google/bert_uncased_L-2_H-128_A-2,160,Germany is located in [MASK].,europe,2885,continent,continent:germany,t0,error,27,germany,0.4260730988054907,germany switzerland france berlin norway sweden prague munich
google/bert_uncased_L-2_H-128_A-2,161,The continent containing Germany is [MASK].,europe,2885,continent,continent:germany,t1,error,6,germany,0.3507736637114771,germany found switzerland unknown german europe uninhabited france
google/bert_uncased_L-2_H-128_A-2,162,Spain is located in [MASK].,europe,2885,continent,continent:spain,t0,error,34,spain,0.4739492665336391,spain france barcelona catalonia mexico madrid brazil italy
google/bert_uncased_L-2_H-128_A-2,163,The continent containing Spain is [MASK].,europe,2885,continent,continent:spain,t1,error,11,spain,0.471181184556953,spain brazil france italy spanish colombia found endemic
google/bert_uncased_L-2_H-128_A-2,164,Poland is located in [MASK].,europe,2885,continent,continent:poland,t0,error,33,poland,0.1860305140529728,poland warsaw germany prague russia serbia hungary croatia
google/bert_uncased_L-2_H-128_A-2,165,The continent containing Poland is [MASK].,europe,2885,continent,continent:poland,t1,error,8,extinct,0.1270933195878783,extinct found unknown uninhabited germany unclear poland europe
google/bert_uncased_L-2_H-128_A-2,166,China is located in [MASK].,asia,4021,continent,continent:china,t0,error,31,china,0.591231596813131,china taiwan beijing japan vietnam thailand iran shanghai
google/bert_uncased_L-2_H-128_A-2,167,The continent containing China is [MASK].,asia,4021,continent,continent:china,t1,error,19,china,0.4328775051445255,china found endemic taiwan unknown extinct japan unclear
google/bert_uncased_L-2_H-128_A-2,168,Japan is located in [MASK].,asia,4021,continent,continent:japan,t0,error,36,japan,0.574668159626164,japan china tokyo taiwan hokkaido brazil india yokohama
google/bert_uncased_L-2_H-128_A-2,169,The continent containing Japan is [MASK].,asia,4021,continent,continent:japan,t1,error,38,japan,0.1756070279282419,japan found china endemic unknown extinct rare uninhabited
google/bert_uncased_L-2_H-128_A-2,170,India is located in [MASK].,asia,4021,continent,continent:india,t0,error,51,india,0.6059412533276122,india pakistan karnataka mumbai nepal kerala delhi chennai
google/bert_uncased_L-2_H-128_A-2,171,The continent containing India is [MASK].,asia,4021,continent,continent:india,t1,error,37,india,0.2052020635657623,india found endemic rare widespread extinct unknown nepal
google/bert_uncased_L-2_H-128_A-2,172,Thailand is located in [MASK].,asia,4021,continent,continent:thailand,t0,error,31,thailand,0.333994107691389,thailand vietnam cambodia bangkok laos china malaysia taiwan
google/bert_uncased_L-2_H-128_A-2,173,The continent containing Thailand is [MASK].,asia,4021,continent,continent:thailand,t1,error,27,endemic,0.1118218360575356,endemic found china thailand myanmar indonesia vietnam borneo
google/bert_uncased_L-2_H-128_A-2,174,Egypt is located in [MASK].,africa,3088,continent,continent:egypt,t0,error,104,egypt,0.1544258476790172,egypt turkey yemen algeria lebanon cairo beirut syria
google/bert_uncased_L-2_H-128_A-2,175,The continent containing Egypt is [MASK].,africa,3088,continent,continent:egypt,t1,error,49,found,0.169471245602808,found egypt yemen unknown discovered extinct turkey endemic
google/bert_uncased_L-2_H-128_A-2,176,Morocco is located in [MASK].,africa,3088,continent,continent:morocco,t0,error,85,algeria,0.2858046092271554,algeria morocco france turkey tunisia benin spain libya
google/bert_uncased_L-2_H-128_A-2,177,The continent containing Morocco is [MASK].,africa,3088,continent,continent:morocco,t1,error,51,found,0.162104966052846,found algeria morocco endemic uninhabited madagascar senegal species
google/bert_uncased_L-2_H-128_A-2,178,Nigeria is located in [MASK].,africa,3088,continent,continent:nigeria,t0,error,48,nigeria,0.2402797654128968,nigeria ghana kenya tanzania uganda angola somalia india
google/bert_uncased_L-2_H-128_A-2,179,The continent containing Nigeria is [MASK].,africa,3088,continent,continent:nigeria,t1,error,30,nigeria,0.1138898011199655,nigeria extinct endemic tanzania found kenya namibia cameroon
google/bert_uncased_L-2_H-128_A-2,180,Ghana is located in [MASK].,africa,3088,continent,continent:ghana,t0,error,52,ghana,0.4588362460594726,ghana nigeria kenya benin tanzania uganda somalia india
google/bert_uncased_L-2_H-128_A-2,181,The continent containing Ghana is [MASK].,africa,3088,continent,continent:ghana,t1,error,32,endemic,0.1171292751310479,endemic found ghana extinct senegal nigeria madagascar species
google/bert_uncased_L-2_H-128_A-2,182,The currency of Japan is the [MASK].,yen,18371,currency,currency:japan,t0,error,509,world,0.208455156244321,world currency u largest bank philippines republic china
google/bert_uncased_L-2_H-128_A-2,183,People in Japan pay with the [MASK].,yen,18371,currency,currency:japan,t1,error,1099,world,0.1516055989838712,world country philippines government u people city population
google/bert_uncased_L-2_H-128_A-2,184,The currency of China is the [MASK].,yuan,11237,currency,currency:china,t0,error,191,currency,0.2501690653776349,currency world china bank largest republic chinese market
google/bert_uncased_L-2_H-128_A-2,185,People in China pay with the [MASK].,yuan,11237,currency,currency:china,t1,error,359,country,0.1167044904764927,country world government people market economy philippines population
google/bert_uncased_L-2_H-128_A-2,194,The currency of Brazil is the [MASK].,real,2613,currency,currency:brazil,t0,error,440,world,0.1034905850581762,world republic currency largest country philippines bank u
google/bert_uncased_L-2_H-128_A-2,195,People in Brazil pay with the [MASK].,real,2613,currency,currency:brazil,t1,error,773,country,0.1937665656667677,country government philippines world population people state economy
google/bert_uncased_L-2_H-128_A-2,196,The currency of Britain is the [MASK].,pound,9044,currency,currency:britain,t0,error,1232,currency,0.2282711654731062,currency netherlands world country republic bank kingdom largest
google/bert_uncased_L-2_H-128_A-2,197,People in Britain pay with the [MASK].,pound,9044,currency,currency:britain,t1,error,3005,country,0.1388490138686822,country netherlands world government uk people war market
google/bert_uncased_L-2_H-128_A-2,198,The currency of Germany is the [MASK].,euro,9944,currency,currency:germany,t0,error,127,netherlands,0.2065680900185897,netherlands world currency republic bank largest country capital
google/bert_uncased_L-2_H-128_A-2,199,People in Germany pay with the [MASK].,euro,9944,currency,currency:germany,t1,error,220,netherlands,0.1747832861821198,netherlands country government world population city economy people
google/bert_uncased_L-2_H-128_A-2,200,The currency of France is the [MASK].,euro,9944,currency,currency:france,t0,error,94,netherlands,0.1933888667985507,netherlands currency republic world region country french largest
google/bert_uncased_L-2_H-128_A-2,201,People in France pay with the [MASK].,euro,9944,currency,currency:france,t1,error,168,netherlands,0.189064490123795,netherlands country government population world people city french
google/bert_uncased_L-2_H-128_A-2,202,The currency of Italy is the [MASK].,euro,9944,currency,currency:italy,t0,error,127,world,0.1651228560727975,world currency netherlands republic bank kingdom country city
google/bert_uncased_L-2_H-128_A-2,203,People in Italy pay with the [MASK].,euro,9944,currency,currency:italy,t1,error,203,country,0.132560173372141,country world netherlands government people city money population
google/bert_uncased_L-2_H-128_A-2,204,The currency of Spain is the [MASK].,euro,9944,currency,currency:spain,t0,error,112,currency,0.1375601737103963,currency world republic netherlands country city largest capital
google/bert_uncased_L-2_H-128_A-2,205,People in Spain pay with the [MASK].,euro,9944,currency,currency:spain,t1,error,191,country,0.194265330465324,country netherlands world city government people spanish population
google/bert_uncased_L-2_H-128_A-2,208,The largest planet is [MASK].,jupiter,13035,science,science:largest_planet,t0,error,27,unknown,0.1722085621644731,unknown earth true found located discovered planet present
google/bert_uncased_L-2_H-128_A-2,209,[MASK] is the largest planet in the solar system.,jupiter,13035,science,science:largest_planet,t1,error,7,it,0.3936616239459981,it planet earth solar this there jupiter nasa
google/bert_uncased_L-2_H-128_A-2,210,The nearest star to Earth is the [MASK].,sun,3103,science,science:nearest_star,t0,error,4,earth,0.2511450027729887,earth planet moon sun sea mountain world crater
google/bert_uncased_L-2_H-128_A-2,211,Earth orbits the [MASK].,sun,3103,science,science:nearest_star,t1,error,4,earth,0.4181106236740548,earth planet moon sun planets equator sea world
google/bert_uncased_L-2_H-128_A-2,212,The red planet is [MASK].,mars,7733,science,science:red_planet,t0,error,15,earth,0.1341817702308379,earth unknown true discovered dead found visible planet
google/bert_uncased_L-2_H-128_A-2,213,[MASK] is often called the red planet.,mars,7733,science,science:red_planet,t1,error,20,it,0.7668431773552536,it this there that he earth planet which
google/bert_uncased_L-2_H-128_A-2,214,Humans breathe [MASK].,oxygen,7722,science,science:breathing_gas,t0,error,382,.,0.3157708835198896,. humans ##s blood again ##r prey ?
google/bert_uncased_L-2_H-128_A-2,215,The gas humans need to breathe is [MASK].,oxygen,7722,science,science:breathing_gas,t1,error,85,safe,0.1102707808192366,safe dead humans water dangerous human cold toxic
google/bert_uncased_L-2_H-128_A-2,218,The heart pumps [MASK].,blood,2668,science,science:heart,t0,error,24,.,0.6070796254138189,". water pumps pump pumped "" are mine"
google/bert_uncased_L-2_H-128_A-2,219,[MASK] is pumped by the heart.,blood,2668,science,science:heart,t1,error,5,it,0.654084043415687,it this heart water blood pain he the
google/bert_uncased_L-2_H-128_A-2,220,Bees make [MASK].,honey,6861,science,science:bee_product,t0,error,66,.,0.2563984903660182,. it a up you them me bees
google/bert_uncased_L-2_H-128_A-2,221,[MASK] is made by bees.,honey,6861,science,science:bee_product,t1,error,147,it,0.8209848879929804,it this he they she there the fruit
google/bert_uncased_L-2_H-128_A-2,222,A spider spins a [MASK].,web,4773,science,science:spider_web,t0,error,718,spider,0.2687568660888041,spider man monster dog shark wolf giant knife
google/bert_uncased_L-2_H-128_A-2,223,Spiders are known for spinning a [MASK].,web,4773,science,science:spider_web,t1,error,192,mouse,0.0841022769486319,mouse fish moth monster spider tree species dog
google/bert_uncased_L-2_H-128_A-2,224,Gold is a [MASK].,metal,3384,science,science:gold,t0,error,74,gold,0.2434596764730593,gold silver bronze species butterfly mountain water black
google/bert_uncased_L-2_H-128_A-2,225,Iron and gold are both [MASK].,metal,3384,science,science:gold,t1,error,205,gold,0.1904023792563714,gold silver below black common iron rare different
google/bert_uncased_L-2_H-128_A-2,226,Two plus two equals [MASK].,four,2176,math,math:2+2,t0,error,13,2,0.134899789862437,2 1 3 two . 4 0 three
google/bert_uncased_L-2_H-128_A-2,227,The sum of two and two is [MASK].,four,2176,math,math:2+2,t1,error,16,two,0.0994355269813417,two different unknown one three there five dead
google/bert_uncased_L-2_H-128_A-2,228,Five minus two equals [MASK].,three,2093,math,math:5-2,t0,error,5,1,0.1148691663114184,1 2 two 3 three 4 five four
google/bert_uncased_L-2_H-128_A-2,229,Subtracting two from five gives [MASK].,three,2093,math,math:5-2,t1,error,11,them,0.220168240533978,them it two up digits a numbers him
google/bert_uncased_L-2_H-128_A-2,230,Ten divided by two equals [MASK].,five,2274,math,math:10/2,t0,error,8,two,0.102346448548929,two 1 2 numbers three 3 c five
google/bert_uncased_L-2_H-128_A-2,231,Half of ten is [MASK].,five,2274,math,math:10/2,t1,error,20,unknown,0.1241279835139847,unknown below dead there one population 1 2
google/bert_uncased_L-2_H-128_A-2,232,Three plus four equals [MASK].,seven,2698,math,math:3+4,t0,error,36,1,0.1296488814194625,1 2 3 two 4 three . 5
google/bert_uncased_L-2_H-128_A-2,233,The sum of three and four is [MASK].,seven,2698,math,math:3+4,t1,error,14,two,0.0805938706568223,two below different five unknown three one dead
google/bert_uncased_L-2_H-128_A-2,234,Six plus three equals [MASK].,nine,3157,math,math:6+3,t0,error,58,1,0.1476222819072336,1 2 3 4 two 5 10 three
google/bert_uncased_L-2_H-128_A-2,235,The sum of six and three is [MASK].,nine,3157,math,math:6+3,t1,error,42,two,0.0819908412275332,two different five unknown one three dead below
google/bert_uncased_L-2_H-128_A-2,236,Twelve divided by three equals [MASK].,four,2176,math,math:12/3,t0,error,6,two,0.1168430253895269,two three 1 2 numbers four five 3
google/bert_uncased_L-2_H-128_A-2,237,One third of twelve is [MASK].,four,2176,math,math:12/3,t1,error,10,one,0.1351006055918616,one unknown two five three below dead a
google/bert_uncased_L-2_H-128_A-2,238,A square has [MASK] sides.,four,2176,math,math:square_sides,t0,error,4,two,0.3611592183515446,two three different four the five other both
google/bert_uncased_L-2_H-128_A-2,239,The number of sides in a square is [MASK].,four,2176,math,math:square_sides,t1,error,546,located,0.165820694320725,located square rectangular stone found here circular there
google/bert_uncased_L-2_H-128_A-2,240,A triangle has [MASK] sides.,three,2093,math,math:triangle_sides,t0,error,2,two,0.4014334426406566,two three the different four both one several
google/bert_uncased_L-2_H-128_A-2,241,The number of sides in a triangle is [MASK].,three,2093,math,math:triangle_sides,t1,error,211,located,0.0831168256235707,located found bounded one unknown different a white
google/bert_uncased_L-2_H-128_A-2,242,The opposite of hot is [MASK].,cold,3147,antonym,antonym:hot,t0,error,5,hot,0.2416515121814729,hot water there mine cold dead popular low
google/bert_uncased_L-2_H-128_A-2,243,Hot has the opposite meaning of [MASK].,cold,3147,antonym,antonym:hot,t1,error,163,it,0.1948598361925876,"it water this age them "" sea origin"
google/bert_uncased_L-2_H-128_A-2,244,The opposite of up is [MASK].,down,2091,antonym,antonym:up,t0,error,90,there,0.1567825453127291,there here below dead unknown home now up
google/bert_uncased_L-2_H-128_A-2,245,Up has the opposite meaning of [MASK].,down,2091,antonym,antonym:up,t1,error,1915,it,0.2208185235275274,"it them this age "" origin people the"
google/bert_uncased_L-2_H-128_A-2,246,The opposite of left is [MASK].,right,2157,antonym,antonym:left,t0,error,35,unknown,0.1658355351270294,unknown there here dead now home located found
google/bert_uncased_L-2_H-128_A-2,247,Left has the opposite meaning of [MASK].,right,2157,antonym,antonym:left,t1,error,421,it,0.2188180557614547,it them this age origin the existence town
google/bert_uncased_L-2_H-128_A-2,248,The opposite of day is [MASK].,night,2305,antonym,antonym:day,t0,error,38,unknown,0.1811090408307459,unknown dead present there home here celebrated now
google/bert_uncased_L-2_H-128_A-2,249,Day has the opposite meaning of [MASK].,night,2305,antonym,antonym:day,t1,error,84,it,0.1330058017999614,it this them age people the birth town
google/bert_uncased_L-2_H-128_A-2,250,The opposite of yes is [MASK].,no,2053,antonym,antonym:yes,t0,error,18,there,0.0826694652778164,there . now here it true me not
google/bert_uncased_L-2_H-128_A-2,251,Yes has the opposite meaning of [MASK].,no,2053,antonym,antonym:yes,t1,error,73,it,0.2334204818112519,it this them that you me him god
google/bert_uncased_L-2_H-128_A-2,252,The opposite of black is [MASK].,white,2317,antonym,antonym:black,t0,error,2,black,0.2139634642271814,black white grey dead green dark red yellow
google/bert_uncased_L-2_H-128_A-2,253,Black has the opposite meaning of [MASK].,white,2317,antonym,antonym:black,t1,error,4,it,0.1668890101117666,it them black white this color origin grey
google/bert_uncased_L-2_H-128_A-2,254,The opposite of old is [MASK].,new,2047,antonym,antonym:old,t0,error,978,unknown,0.1262526087946293,unknown dead there here town home ##lington now
google/bert_uncased_L-2_H-128_A-2,255,Old has the opposite meaning of [MASK].,new,2047,antonym,antonym:old,t1,error,976,it,0.1803012778284132,it age this them origin english town existence
google/bert_uncased_L-2_H-128_A-2,256,The opposite of fast is [MASK].,slow,4030,antonym,antonym:fast,t0,error,8,dead,0.0947127229314064,dead unknown there now here possible fast slow
google/bert_uncased_L-2_H-128_A-2,257,Fast has the opposite meaning of [MASK].,slow,4030,antonym,antonym:fast,t1,error,1020,it,0.2074481549851593,it this them age water life existence nature
google/bert_uncased_L-2_H-128_A-2,258,The opposite of happy is [MASK].,sad,6517,antonym,antonym:happy,t0,error,50,dead,0.084064147899653,dead here happy beautiful now true me there
google/bert_uncased_L-2_H-128_A-2,259,Happy has the opposite meaning of [MASK].,sad,6517,antonym,antonym:happy,t1,error,759,it,0.1742179551388334,it them this me people her you life
google/bert_uncased_L-2_H-128_A-2,260,The opposite of early is [MASK].,late,2397,antonym,antonym:early,t0,error,37,unknown,0.2150847439419808,unknown present here below there dead popular common
google/bert_uncased_L-2_H-128_A-2,261,Early has the opposite meaning of [MASK].,late,2397,antonym,antonym:early,t1,error,612,it,0.1281396751749384,it this origin english them age existence nature
google/bert_uncased_L-2_H-128_A-2,262,The plural of child is [MASK].,children,2336,plural,plural:child,t0,error,26,unknown,0.0965089995374746,unknown plural true sex child male female a
google/bert_uncased_L-2_H-128_A-2,263,More than one child are called [MASK].,children,2336,plural,plural:child,t1,correct,1,children,0.1111527796257195,"children . "" women people them up adults"
google/bert_uncased_L-2_H-128_A-2,264,The plural of mouse is [MASK].,mice,12328,plural,plural:mouse,t0,error,818,encoded,0.1240403495410917,encoded true unknown common used found unclear a
google/bert_uncased_L-2_H-128_A-2,265,More than one mouse are called [MASK].,mice,12328,plural,plural:mouse,t1,error,23,mouse,0.1279512169826006,"mouse it up "" humans them out animals"
google/bert_uncased_L-2_H-128_A-2,266,The plural of foot is [MASK].,feet,2519,plural,plural:foot,t0,error,2501,unknown,0.1018792848750402,"unknown below a common uncertain "" there white"
google/bert_uncased_L-2_H-128_A-2,267,More than one foot are called [MASK].,feet,2519,plural,plural:foot,t1,error,25,"""",0.1132571679848605,""" up there out below it . above"
google/bert_uncased_L-2_H-128_A-2,268,The plural of tooth is [MASK].,teeth,4091,plural,plural:tooth,t0,error,322,unknown,0.1384181925302514,unknown true common white yellow uncertain a found
google/bert_uncased_L-2_H-128_A-2,269,More than one tooth are called [MASK].,teeth,4091,plural,plural:tooth,t1,correct,1,teeth,0.0923448407026729,"teeth up it tooth "" tree out flowers"
google/bert_uncased_L-2_H-128_A-2,270,The plural of goose is [MASK].,geese,28519,plural,plural:goose,t0,error,3410,white,0.1271646689386461,white black common plural true unknown red yellow
google/bert_uncased_L-2_H-128_A-2,271,More than one goose are called [MASK].,geese,28519,plural,plural:goose,t1,error,179,"""",0.1015286911304514,""" . it out up white there them"
google/bert_uncased_L-2_H-128_A-2,272,The plural of man is [MASK].,men,2273,plural,plural:man,t0,error,259,unknown,0.1286963702832346,"unknown true plural unclear "" common a uncertain"
google/bert_uncased_L-2_H-128_A-2,273,More than one man are called [MASK].,men,2273,plural,plural:man,t1,error,14,them,0.0942418306681443,"them people . it up "" there out"
google/bert_uncased_L-2_H-128_A-2,274,The plural of woman is [MASK].,women,2308,plural,plural:woman,t0,error,16,true,0.0890647547288081,true unknown plural feminine male female white masculine
google/bert_uncased_L-2_H-128_A-2,275,More than one woman are called [MASK].,women,2308,plural,plural:woman,t1,correct,1,women,0.1450975411997246,"women people . "" them her it up"
